Text,Label,TextLength
لكسر الروتين اي سؤال ما تعرفه بالامتحان اشطبه واكتب مكانه سؤال من عندك و جاوب عليه .,1,84
سورة يوسف  جميل اوى   .,1,23
انا شايفة ان الناس اللى لسه مع الاخوان دول نحطهم كدا فى مكان ونولع فيهم .,0,73
اللى مش عجبهم حاجة يخلعوا من البلد .,1,36
اذا عجز الكلام عن وصف حاله تعيشها فاعلم انك تحملت اكثر من اللازم  .,1,67
اتمنى مصر تعمل بطولة تنس .يعنى قطر احسن من مصر فى ايه .,1,55
يلا نحلم انا حلمي اني الف العالم كله .,0,38
انا هفضل معاه مهما حصل و مش هبعد عنه تحت اي ظروف .,1,50
فيه ناس من كثر ما بحبهم بسكت لان مهما احكى مش هعرف اوصف انا قد ايه بحبهم . بس هما عارفين انا قد ايه بحبهم    .,1,110
الطيبة دى حاجة جميلة اوى  .,1,27
الوضع فى مصر يخوف دلوقتى  .,0,27
انشكح عند سماعي لهذه النوستالجيا .ذكريات   .,1,44
اى تويت بعد كدة رومانسية لا تعبر عنى  هى بس من وحى الخيال   .,0,61
يعنى كنت هتسيبنى لبكره اروح علشان تقولى مش هقدر اجى   .,1,55
حين تبتسم فانت تمنح من ابتسمت له  عالما من الامل و التفاؤل  و الامان و الحب  .,1,78
اعمل اللى يريحك مهما الناس تلومك .,0,34
من طلب العلا سهر الليالي  والنهاري والعصاري والظهاري ومداقش طعم النوم .,1,71
كل سنة وانتي طيبة.انتي من الناس الجميلة جدا .,0,45
انا بسهر كل يوم بس معنديش مشاكل الحمدلله مش اي حد بيسهر يبقي عند مشاكل انا بسهر تفاهة عادي .,1,92
اي حد يديني هدية يبقي صاحبي حبيبي من يوميها .,1,45
فى ناس كدا تحس انك كدا مش مرتاح ليهم لله ى لله كدا .,1,52
احذر من الزواج ببنت بتحب التركى هتعذبك .,1,40
دى ذكريات من الطفولة عمرى ما انساها .,1,37
يابخت الناس اللي بيرحوا للقرأن لما يكونوا مضايقين .,0,51
واضح ان فى تعليمات من فوق بوقف برنامج البرنامج لباسم يوسف  .,1,60
هى فترة الامتحانات كده الواحد بيكتشف حاجات جديدة فى المنهج  .,0,61
كن راقي بحوارك ، تجذب الناس بجوارك .,0,36
كنت باخد الموبايل من ماما ف الويك اند .,1,39
صعبة اوى الحياة الروتينيه دى  .,1,31
هو في العادة الناس بتمشي لما تشوف الوحش بس انت ممشتش واستنيت ودي عندي بالدنيا .,0,79
شعبنا لا يستحق التطور لانه مش بيطور من نفسه  .,1,46
بس انا ضامن ان المسرحية دي هتكون احلي من اللي فاتت .,1,52
انتهى عام اخر من الاحباط والفشل .وهنستقبل عام جديد بفشل جديد .,1,62
ايه الناس الي بتبصلك في حياتك كدا  .,0,36
بتغيرى صورة البروفايل كل ساعه هى بامبرز .,0,41
دبي بمناسبة السنة الجديدة هتفرقع صورايخ عند برج خليفة بقيمه مليار دولار واحنا مش لاقين ناكل  .,1,94
عجبي من بعض البشر يحاولون إقناعك بالتعامل مع شخص هم أنفسهم لا يستطيعون التعامل معه.,1,83
مش معني ان كل الناس ضدك انهم مختلفين عنك لا انت فعلا غلط و بلاش عمق و تبرير و ارف بقي.,1,86
اللهم وتقبل حسناتي و اسالك الدرجات العلى من الجنة.,1,50
غالبا بعض الناس هم المضرين بالصحه  .,0,36
الناس دلوقتي بقوا كلهم  بيتسهوكوا في الموبايلات .,0,49
هى وسائل التواصل الاجتماعى ايع غيير نميمة  .,0,44
صورة الميدان عمرها ما تروح من الذاكرة   .,1,41
ايه الناس الحراميه دى.,0,22
الكارثة انها من شبرا  .,1,23
امتحانات ملعونه اقسم بالله مش عارف احل حاجة .,1,45
امرة عجيب فعلا  اسئله سؤال بسيط جدا ولا يجاوب  . والادهى من ذلك انه يزعم باني مختبئ .,1,85
عندما نرى مجموعة من الناس يضحكون مع بعضهم نبتسم لا شعوريا لفرحتهم فھذا أصلنا خلقنا بقلوب صافيه  .,0,97
متعبه جدا  الى حد الرغبة باقتلاع جذور الاحساس من أجزاء جسدي   .,1,63
هناك من يمنحك الفرح بلا مقابل  هادئون جدا فى كلامهم . لا يريدون سوى إبتسامتك    .,1,81
أكثر الناس حقارة هو ذلك الذي يعطيك ظهره و أنت في أمس الحاجه إلى قبضة يده      .,0,79
لسه راجعه من عند دكتور الاسنان ومش عارفة اتكلم    .,1,51
مش بنشوف من مصر اى زيادات او حاجه. كله ضرائب وخصومات   .,1,56
انا من زمان نفسى ابقى مدرسة اطفال .,1,35
لا تنسوا جدى و جدتي من دعائكم  .,1,32
هى الدنيا كدا اللى تحبه مايحبكش واللى ماتحبوش يحبك .,0,52
ممكن بس الناس فى زحمه الحياة تربى اولادها بس الاشكال الوسخه اللى بنقابلها .,0,75
مش فاهم يعنى انا طول السنة افضل فى اختباات اخلصها ادخل فى الفاينل  .,1,68
هكذا هي الحياه يوم سعيد والاخر حزين .,1,37
"‏‏اتعلم ما هي الثقة الكبرى قوله سبحانه و تعالى ""و لسوف يعطيك ربك فترضى "" .",1,74
فى حجاب كثير من النساء لا يطلق عليه حجاب .,1,42
هو انا فاكر اكلت ايه امبارح علشان افتكر حاجة من سنة .يا عم كبر مخك.,1,67
كان المدرسين زمان يدخلوا الفصل بمسطره خشب طويلة علشان اللى مش هيذاكر هيضرب .,1,76
نصيحه لا تضيعوا أوقاتكم مع من لا تثقون به    .,1,46
انا مش بخاف من الحشرات بس هو بيبقي من باب الرفق بالحيوان يعني مش برضي اجي جمبهم .,1,81
لدي قلق رهيب مش بنام طول الليل .التامل فى سقف الاوضه ده هيصيبنى بالجنون يوما ما .,1,81
اعلم أن أفضل العبادة هي ما افترضه الله عليك     .,1,49
من ساعة ما الموبايل غير للتوقيت الصيفي و تويتر مش بيطلعلي وقت اي تويته    .,1,75
تلك اللحظة بنت الكلب لما الفار يلعب فى عبك من ناحية حد من غير سبب و يصاحبك احساس بالشك   .,1,90
أتعجب من قولهم الخير يخص والشر يعم .,1,36
انا هعوز ايه من الدنيا غير رضا ابويا وامي واصحاب رجالة وواحدة احبها وتحبني والناس علي طول تفتكرني بالخير .,1,106
تملي الناس اللي بنحبهم بنحضر كلام حلو علشان لما نشوفهم نقولهلهم  .,0,66
تلك هى ثقتى الكبرى بربى .,0,25
الناس بقت بتكفر بعض على مسائل فرعية تبا لكم .,0,45
محتاجه افضفض لحد ما يعرفنيش هموت من الخنقة .,1,44
والله انا صحابي دول هما اللي طلعت بيهم من الدنيا .,1,50
تعلمت من اللحظات التى احتاجتك فيها ولم اجدك . ان لا احتاجك مرة اخرى   .,1,71
انا عايزة اشتغل فى مصنغ شيكولاته منها اشتغل ومنها اكل .,1,55
الحمد لله علي نعم كتير الواحد مش واخده باله منها .,1,50
اختي الكبيرة  طريقة تفكيرك اكتر من رائعة . بحاول اتعلم منك تقبل واحتواء الاخر.,1,78
السماجه بقت من روتيني اليوم .,1,29
مدرستنا بتحط قوانين من دماغها بس الحمدلله ان محدش بينفذها .,1,59
اول مره احس ان انا مسطول كده احساس مش قادر اوصفه حلو او وحش بس احلي حاجه انك تبقي مسطول وعامل عبيط علي صحابك .,1,110
بتمنى ان الناس كلها تموت . و نبدا حياة تانيه بنيه صافيه   .,0,59
لا طبعا بس اصلي اتعودت على اني اقضي كل المناسبات لوحدي  فا مش جديد عليا   .,0,75
اموت واعرف الناس اللى بيستضفوها فى البرامج جاين من اى بلاعه   .,0,63
نفسي نرجع ايد واحدة بس من غير الاخوان الانجاس  .,1,48
انتي مش قصيرة ولا حاجة انتي طولك مظبوط اوي .,1,44
الناس اللي معندهاش فراغ هي اقل ناس عندها مشاكل نفسية . الانشغال بيعالج حاجات كتير فينا .,0,88
اخيرا هاشتاج شحاته فينك من زمان ياراجل  .,1,41
كمية المجامله اللي عندي خلصت من زمان  .,1,39
لا انا مش من الخرفان والحمدلله .,1,32
هى كدا النكته خلصت .طب يعنى اضحك ولا استنى شوية .,0,49
من الصعب أن تفارق من كان جزءا منك  دون أن تتألم حتى الورق وهو ورق إن فارق كتابه أحدث صوتا .,1,91
محدش هيسأل عليك غير اللي يحس ان يومه ناقص من غيرك .,1,51
